domain	doc_id	adu_pos	annotator	main_unit	aty	coarse_aty	second_type	coarse_second_type	parent_pos	parent_pos_rel	afu	text	text_parent
BIO	10820269	2	mn	main	proposal	proposal	none	none	0	0	none	In this study, we describe mouse A-NK cell-derived MMPs, including MT-MMPs, and also TIMPs.	
BIO	10820269	3	mn	secondary	result	outcomes	none	none	2	-1	support	RT-PCR analysis from cDNA of mouse A-NK cells revealed mRNA for MMP-2, MMP-9, MMP-11, MMP-13, MT1-MMP, MT2-MMP, TIMP-1, and TIMP-2.	In this study, we describe mouse A-NK cell-derived MMPs, including MT-MMPs, and also TIMPs.
BIO	10820269	4	mn	secondary	result	outcomes	none	none	3	-1	elaboration	MMP-2 and MMP-9 expression was confirmed by gelatin zymography.	RT-PCR analysis from cDNA of mouse A-NK cells revealed mRNA for MMP-2, MMP-9, MMP-11, MMP-13, MT1-MMP, MT2-MMP, TIMP-1, and TIMP-2.
BIO	10820269	5	mn	secondary	result	outcomes	none	none	3	-2	elaboration	Moreover, we report for the first time that MT-MMPs are expressed by NK cells, i.e., large granular lymphocytes as determined by both RT-PCR and Western blots.	RT-PCR analysis from cDNA of mouse A-NK cells revealed mRNA for MMP-2, MMP-9, MMP-11, MMP-13, MT1-MMP, MT2-MMP, TIMP-1, and TIMP-2.
BIO	10820269	6	mn	secondary	result	outcomes	none	none	3	-3	elaboration	TIMP-1 expression was detected as a 29-kDa protein in Western blots.	RT-PCR analysis from cDNA of mouse A-NK cells revealed mRNA for MMP-2, MMP-9, MMP-11, MMP-13, MT1-MMP, MT2-MMP, TIMP-1, and TIMP-2.
BIO	10820269	7	mn	secondary	result	outcomes	none	none	2	-5	support	It is intriguing that TIMP-2 protein from A-NK cells was also detected as a 29-kDa protein, which is clearly different from the previously reported molecular mass of 21 kDa in mouse and human cells.	In this study, we describe mouse A-NK cell-derived MMPs, including MT-MMPs, and also TIMPs.
BIO	10820269	8	mn	secondary	result	outcomes	none	none	2	-6	support	In addition, inhibition of MMPs by BB-94, a selective inhibitor of MMP, significantly inhibited the ability of mouse A-NK cells to migrate through Matrigel, a model basement membrane.	In this study, we describe mouse A-NK cell-derived MMPs, including MT-MMPs, and also TIMPs.
BIO	10820269	9	mn	secondary	conclusion	outcomes	none	none	2	-7	support	Taken together, these findings suggest that A-NK cells may therefore use multiple MMPs in various cellular functions, including degradation of various extracellular matrix molecules as they extravasate from blood vessels and accumulate within cancer metastases following their adoptive transfer.	In this study, we describe mouse A-NK cell-derived MMPs, including MT-MMPs, and also TIMPs.
BIO	11161632	1	mn	main	proposal	proposal	none	none	0	0	none	The effects of selective blockade of group I metabotropic glutamate receptor subtype 1 (mGluR1) on neuronal cell survival and post-traumatic recovery was examined using rat in vitro and in vivo trauma models.	
BIO	11161632	2	mn	secondary	result	outcomes	none	none	9	7	support	The selective mGluR1 antagonists (RS)-1-aminoindan-1,5-dicarboxylic acid (AIDA), 7-(hydroxyimino)cyclopropa(b)chromen-1a-carboxylate ethyl ester (CPCCOEt), and (S)-(+)-alpha-amino-4-carboxy-2-methylbezeneacetic acid (LY367385) provided significant neuroprotection in rat cortical neuronal cultures subjected to mechanical injury, in both pretreatment or posttreatment paradigms.	Taken together, these data suggest that modulation of mGluR1 activity may have substantial therapeutic potential in brain injury.
BIO	11161632	3	mn	secondary	observation	outcomes	none	none	2	-1	support	Administration of the antagonists also attenuated glutamate-induced neuronal cell death in the cultures.	The selective mGluR1 antagonists (RS)-1-aminoindan-1,5-dicarboxylic acid (AIDA), 7-(hydroxyimino)cyclopropa(b)chromen-1a-carboxylate ethyl ester (CPCCOEt), and (S)-(+)-alpha-amino-4-carboxy-2-methylbezeneacetic acid (LY367385) provided significant neuroprotection in rat cortical neuronal cultures subjected to mechanical injury, in both pretreatment or posttreatment paradigms.
BIO	11161632	4	mn	secondary	observation	outcomes	none	none	3	-1	elaboration	Coapplication of these antagonists with the N-methyl-d-aspartate (NMDA) receptor antagonist (5R,10S)-(+)-5-methyl-10,11-dihydro-5H-dibenzo(a,d)cyclohepten-5,10-imine (MK-801) had additive neuroprotective effects in glutamate injured cultures.	Administration of the antagonists also attenuated glutamate-induced neuronal cell death in the cultures.
BIO	11161632	5	mn	secondary	result	outcomes	none	none	9	4	support	Intracerebroventricular administration of AIDA to rats markedly improved recovery from motor dysfunction after lateral fluid percussion induced traumatic brain injury (TBI).	Taken together, these data suggest that modulation of mGluR1 activity may have substantial therapeutic potential in brain injury.
BIO	11161632	6	mn	secondary	result_means	outcomes	none	none	9	3	support	Treatment with mGluR1 antagonists also significantly reduced lesion volumes in rats after TBI, as evaluated by MRI.	Taken together, these data suggest that modulation of mGluR1 activity may have substantial therapeutic potential in brain injury.
BIO	11161632	7	mn	secondary	observation	outcomes	none	none	9	2	support	It appears that these compounds mediate their neuroprotective effect through an mGluR1 antagonist action, as demonstrated by inhibition of agonist induced phosphoinositide hydrolysis in our in vitro system.	Taken together, these data suggest that modulation of mGluR1 activity may have substantial therapeutic potential in brain injury.
BIO	11161632	8	mn	secondary	observation	outcomes	none	none	7	-1	elaboration	Moreover, AIDA, CPCCOEt, and LY367385, at concentrations shown to be neuroprotective, had no significant effects on the steady state NMDA evoked whole cell current.	It appears that these compounds mediate their neuroprotective effect through an mGluR1 antagonist action, as demonstrated by inhibition of agonist induced phosphoinositide hydrolysis in our in vitro system.
BIO	11161632	9	mn	secondary	conclusion	outcomes	none	none	1	-8	support	Taken together, these data suggest that modulation of mGluR1 activity may have substantial therapeutic potential in brain injury.	The effects of selective blockade of group I metabotropic glutamate receptor subtype 1 (mGluR1) on neuronal cell survival and post-traumatic recovery was examined using rat in vitro and in vivo trauma models.
BIO	11403963	1	mn	secondary	motivation_background	motivation	none	none	2	1	support	The type 3 serotonin (5-HT(3)) receptor is a ligand-gated ion channel.	In concentration-clamp experiments, we investigated the effects of the uncompetitive N-methyl-D-aspartate (NMDA) receptor antagonists memantine, amantadine and MRZ 2/579 on 5-HT receptors stabley expressed in HEK-293 cells and on native 5-HT(3) receptors in the N1E-115 cell line.
BIO	11403963	2	mn	main	proposal	proposal	none	none	0	0	none	In concentration-clamp experiments, we investigated the effects of the uncompetitive N-methyl-D-aspartate (NMDA) receptor antagonists memantine, amantadine and MRZ 2/579 on 5-HT receptors stabley expressed in HEK-293 cells and on native 5-HT(3) receptors in the N1E-115 cell line.	
BIO	11403963	3	mn	secondary	result	outcomes	none	none	2	-1	support	All agents antagonized serotonin (10 microM)-induced inward currents with similar potency to that reported for NMDA receptors.	In concentration-clamp experiments, we investigated the effects of the uncompetitive N-methyl-D-aspartate (NMDA) receptor antagonists memantine, amantadine and MRZ 2/579 on 5-HT receptors stabley expressed in HEK-293 cells and on native 5-HT(3) receptors in the N1E-115 cell line.
BIO	11403963	4	mn	secondary	result	outcomes	none	none	3	-1	elaboration	This effect was characterized by inducing a pronounced receptor desensitization, and was probably non-competitive and voltage-independent.	All agents antagonized serotonin (10 microM)-induced inward currents with similar potency to that reported for NMDA receptors.
BIO	11403963	5	mn	secondary	result	outcomes	none	none	3	-2	elaboration	In contrast, (S)-ketamine was much weaker as an antagonist of 5-HT(3) receptors than NMDA receptors.	All agents antagonized serotonin (10 microM)-induced inward currents with similar potency to that reported for NMDA receptors.
BIO	11403963	6	mn	secondary	conclusion	outcomes	information_additional	other	2	-4	support	Similar effects on 5-HT(3) receptors have been reported previously for a variety of anti-depressants and it is possible that the clinical anti-depressant effects reported for both memantine and amantadine are mediated, at least in part, by antagonistic effects at 5-HT(3) receptors.	In concentration-clamp experiments, we investigated the effects of the uncompetitive N-methyl-D-aspartate (NMDA) receptor antagonists memantine, amantadine and MRZ 2/579 on 5-HT receptors stabley expressed in HEK-293 cells and on native 5-HT(3) receptors in the N1E-115 cell line.
BIO	11489449	1	mn	main	proposal	proposal	none	none	0	0	none	This study investigated whether memantine, a non-competitive NMDA receptor antagonist is neuroprotective after traumatic brain injury (TBI) induced in adult rats with a controlled cortical impact device.	
BIO	11489449	2	mn	secondary	result	outcomes	none	none	1	-1	support	TBI led to significant neuronal death in the hippocampal CA2 and CA3 regions (by 50 and 59%, respectively), by 7 days after the injury.	This study investigated whether memantine, a non-competitive NMDA receptor antagonist is neuroprotective after traumatic brain injury (TBI) induced in adult rats with a controlled cortical impact device.
BIO	11489449	3	mn	secondary	result	outcomes	none	none	1	-2	support	Treatment of rats with memantine (10 and 20 mg/Kg, i.p.) immediately after the injury significantly prevented the neuronal loss in both CA2 and CA3 regions.	This study investigated whether memantine, a non-competitive NMDA receptor antagonist is neuroprotective after traumatic brain injury (TBI) induced in adult rats with a controlled cortical impact device.
BIO	11489449	4	mn	secondary	conclusion	outcomes	none	none	1	-3	support	This is the first study showing the neuroprotective potential of memantine to prevent the TBI-induced neuronal damage.	This study investigated whether memantine, a non-competitive NMDA receptor antagonist is neuroprotective after traumatic brain injury (TBI) induced in adult rats with a controlled cortical impact device.
BIO	11553282	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Acute CNS lesions lead to neuronal injury and a parallel glial activation that is accompanied by the release of neurotoxic substances.	The extent of the original neuronal damage can therefore be potentiated in a process called secondary damage.
BIO	11553282	2	mn	secondary	motivation_background	motivation	none	none	3	1	support	The extent of the original neuronal damage can therefore be potentiated in a process called secondary damage.	As astrocytes are known to secrete immunomodulatory and neuroprotective substances, we investigated whether astrocytic factors can attenuate the amount of neuronal injury as well as the degree of microglial activation in a model of excitotoxic neurodegeneration.
BIO	11553282	3	mn	main	proposal	proposal	none	none	0	0	none	As astrocytes are known to secrete immunomodulatory and neuroprotective substances, we investigated whether astrocytic factors can attenuate the amount of neuronal injury as well as the degree of microglial activation in a model of excitotoxic neurodegeneration.	
BIO	11553282	4	mn	secondary	result	outcomes	none	none	3	-1	support	Treatment of organotypic hippocampal slice cultures with N-methyl-D-aspartate (NMDA) resulted in a reproducible loss of viable granule cells, partial destruction of the regular hippocampal cytoarchitecture and a concomitant accumulation of amoeboid microglial cells at sites of neuronal damage.	As astrocytes are known to secrete immunomodulatory and neuroprotective substances, we investigated whether astrocytic factors can attenuate the amount of neuronal injury as well as the degree of microglial activation in a model of excitotoxic neurodegeneration.
BIO	11553282	5	mn	secondary	result	outcomes	none	none	4	-1	elaboration	Astrocyte-conditioned media reduced the amount of NMDA-induced neuronal injury by 45.3%, diminished the degree of microglial activation and resulted in an improved preservation of the hippocampal cytoarchitecture.	Treatment of organotypic hippocampal slice cultures with N-methyl-D-aspartate (NMDA) resulted in a reproducible loss of viable granule cells, partial destruction of the regular hippocampal cytoarchitecture and a concomitant accumulation of amoeboid microglial cells at sites of neuronal damage.
BIO	11553282	6	mn	secondary	result	outcomes	none	none	3	-3	support	Transforming growth factor (TGF)-beta failed to act as a neuroprotectant and even enhanced the amount of neuronal injury by 52.5%.	As astrocytes are known to secrete immunomodulatory and neuroprotective substances, we investigated whether astrocytic factors can attenuate the amount of neuronal injury as well as the degree of microglial activation in a model of excitotoxic neurodegeneration.
BIO	11553282	7	mn	secondary	result	outcomes	none	none	3	-4	support	Direct effects of astrocytic factors on isolated microglial cells consisted of increased microglial ramification and down-regulated expression of intercellular adhesion molecule-1, whereas incubation with TGF-beta had no such effects.	As astrocytes are known to secrete immunomodulatory and neuroprotective substances, we investigated whether astrocytic factors can attenuate the amount of neuronal injury as well as the degree of microglial activation in a model of excitotoxic neurodegeneration.
BIO	11553282	8	mn	secondary	conclusion	outcomes	none	none	3	-5	support	In summary, our findings show that hitherto unidentified astrocyte-derived factors that are probably not identical with TGF-beta can substantially enhance neuronal survival, either by eliciting direct neuroprotective effects or by modulating the microglial response to neuronal injury.	As astrocytes are known to secrete immunomodulatory and neuroprotective substances, we investigated whether astrocytic factors can attenuate the amount of neuronal injury as well as the degree of microglial activation in a model of excitotoxic neurodegeneration.
BIO	11932745	1	mn	secondary	motivation_background	motivation	motivation_problem	motivation	2	1	support	Although extensive data support a central pathogenic role for amyloid beta protein (Abeta) in Alzheimer's disease, the amyloid hypothesis remains controversial, in part because a specific neurotoxic species of Abeta and the nature of its effects on synaptic function have not been defined in vivo.	Here we report that natural oligomers of human Abeta are formed soon after generation of the peptide within specific intracellular vesicles and are subsequently secreted from the cell.
BIO	11932745	2	mn	main	proposal	proposal	none	none	0	0	none	Here we report that natural oligomers of human Abeta are formed soon after generation of the peptide within specific intracellular vesicles and are subsequently secreted from the cell.	
BIO	11932745	3	mn	secondary	observation	outcomes	proposal_implementation	proposal	6	3	support	Cerebral microinjection of cell medium containing these oligomers and abundant Abeta monomers but no amyloid fibrils markedly inhibited hippocampal long-term potentiation (LTP) in rats in vivo.	Therefore, Abeta oligomers, in the absence of monomers and amyloid fibrils, disrupted synaptic plasticity in vivo at concentrations found in human brain and cerebrospinal fluid.
BIO	11932745	4	mn	secondary	observation	outcomes	none	none	3	-1	support	Immunodepletion from the medium of all Abeta species completely abrogated this effect.	Cerebral microinjection of cell medium containing these oligomers and abundant Abeta monomers but no amyloid fibrils markedly inhibited hippocampal long-term potentiation (LTP) in rats in vivo.
BIO	11932745	5	mn	secondary	observation	outcomes	proposal_implementation	proposal	3	-2	support	Pretreatment of the medium with insulin-degrading enzyme, which degrades Abeta monomers but not oligomers, did not prevent the inhibition of LTP.	Cerebral microinjection of cell medium containing these oligomers and abundant Abeta monomers but no amyloid fibrils markedly inhibited hippocampal long-term potentiation (LTP) in rats in vivo.
BIO	11932745	6	mn	secondary	result	outcomes	none	none	2	-4	support	Therefore, Abeta oligomers, in the absence of monomers and amyloid fibrils, disrupted synaptic plasticity in vivo at concentrations found in human brain and cerebrospinal fluid.	Here we report that natural oligomers of human Abeta are formed soon after generation of the peptide within specific intracellular vesicles and are subsequently secreted from the cell.
BIO	11932745	7	mn	secondary	result	outcomes	none	none	2	-5	support	Finally, treatment of cells with gamma-secretase inhibitors prevented oligomer formation at doses that allowed appreciable monomer production, and such medium no longer disrupted LTP, indicating that synaptotoxic Abeta oligomers can be targeted therapeutically.	Here we report that natural oligomers of human Abeta are formed soon after generation of the peptide within specific intracellular vesicles and are subsequently secreted from the cell.
BIO	11994131	1	mn	secondary	motivation_background	motivation	none	none	4	3	support	Previous studies have shown that activity of neuronal populations in the primary motor cortex (MI), processed by the population vector method, faithfully predicts upcoming movements.	This study tests this question by comparing the predictive quality of population vectors for unimanual and bimanual arm movements.
BIO	11994131	2	mn	secondary	motivation_background	motivation	none	none	4	2	support	In our previous studies we found that single neurons responded differently during movements of one arm vs. combined movements of the two arms.	This study tests this question by comparing the predictive quality of population vectors for unimanual and bimanual arm movements.
BIO	11994131	3	mn	secondary	motivation_problem	motivation	none	none	2	-1	support	It was, therefore, not clear whether the population vector approach could produce reliable movement predictions also for bimanual movements.	In our previous studies we found that single neurons responded differently during movements of one arm vs. combined movements of the two arms.
BIO	11994131	4	mn	main	proposal	proposal	none	none	0	0	none	This study tests this question by comparing the predictive quality of population vectors for unimanual and bimanual arm movements.	
BIO	11994131	5	mn	secondary	proposal_implementation	proposal	none	none	4	-1	elaboration	We designed a bimanual motor task that requires coordinated movements of the two arms, in which each arm may move in eight directions, and recorded single unit activity in the MI of two rhesus (Macaca mulatta) monkeys during the performance of unimanual and bimanual arm movements.	This study tests this question by comparing the predictive quality of population vectors for unimanual and bimanual arm movements.
BIO	11994131	6	mn	secondary	result_means	outcomes	none	none	4	-2	support	We analysed the activity of 212 MI cells from both hemispheres and found that, despite bimanual related activity, the directional tuning and preferred directions of most cells were preserved in unimanual and bimanual movements.	This study tests this question by comparing the predictive quality of population vectors for unimanual and bimanual arm movements.
BIO	11994131	7	mn	secondary	conclusion	outcomes	none	none	4	-3	support	We demonstrate that population vectors, constructed from the activity of MI cells, predict accurately the direction of movement both for unimanual and for bimanual movements even when the two arms move simultaneously in different directions.	This study tests this question by comparing the predictive quality of population vectors for unimanual and bimanual arm movements.
BIO	12167777	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	The neural firing activity in the primary motor cortex was modulated to the direction of hand movement.	In contradiction to previous reports, a recent study found a non-uniform distribution of preferred directions of neurons while monkeys made center-out reaching movements in a horizontal plane.
BIO	12167777	2	mn	secondary	motivation_background	motivation	none	none	3	1	support	In contradiction to previous reports, a recent study found a non-uniform distribution of preferred directions of neurons while monkeys made center-out reaching movements in a horizontal plane.	To re-examine the distribution of preferred directions in three-dimensional space, we recorded the activity of 117 arm-related neurons in the primary motor cortex and electromyographic signals of shoulder and upper arm muscles of a monkey while it performed center-out reaching movements towards 26 target points placed on a sphere-shaped workspace.
BIO	12167777	3	mn	main	proposal	proposal	none	none	0	0	none	To re-examine the distribution of preferred directions in three-dimensional space, we recorded the activity of 117 arm-related neurons in the primary motor cortex and electromyographic signals of shoulder and upper arm muscles of a monkey while it performed center-out reaching movements towards 26 target points placed on a sphere-shaped workspace.	
BIO	12167777	4	mn	secondary	result	outcomes	none	none	3	-1	support	We found that the distribution of preferred directions of neurons was non-uniform and that it was correlated to muscle activity and arm joint rotations.	To re-examine the distribution of preferred directions in three-dimensional space, we recorded the activity of 117 arm-related neurons in the primary motor cortex and electromyographic signals of shoulder and upper arm muscles of a monkey while it performed center-out reaching movements towards 26 target points placed on a sphere-shaped workspace.
BIO	12753091	1	mn	secondary	motivation_background	motivation	none	none	2	1	support	Activation of NMDA receptors has been shown to induce either neuronal cell death or neuroprotection against excitotoxicity in cultured cerebellar granule neurons in vitro.	We have investigated the effects of pretreatment with NMDA on kainate-induced neuronal cell death in mouse hippocampus in vivo.
BIO	12753091	2	mn	main	proposal	proposal	none	none	0	0	none	We have investigated the effects of pretreatment with NMDA on kainate-induced neuronal cell death in mouse hippocampus in vivo.	
BIO	12753091	3	mn	secondary	observation	outcomes	none	none	7	4	support	The systemic administration of kainate (30 mg/kg), but not NMDA (100 mg/kg), induced severe damage in pyramidal neurons of the hippocampal CA1 and CA3 subfields 3-7 days later, without affecting granule neurons in the dentate gyrus.	The neuroprotection mediated by NMDA was prevented by the non-competitive NMDA receptor antagonist MK-801.
BIO	12753091	4	mn	secondary	observation	outcomes	none	none	7	3	support	An immunohistochemical study using an anti-single-stranded DNA antibody and TdT-mediated dUTP nick end labeling analysis both revealed that kainate, but not NMDA, induced DNA fragmentation in the CA1 and CA3 pyramidal neurons 1-3 days after administration.	The neuroprotection mediated by NMDA was prevented by the non-competitive NMDA receptor antagonist MK-801.
BIO	12753091	5	mn	secondary	observation	outcomes	none	none	4	-1	elaboration	Kainate-induced neuronal loss was completely prevented by the systemic administration of NMDA (100 mg/kg) 1 h to 1 day previously.	An immunohistochemical study using an anti-single-stranded DNA antibody and TdT-mediated dUTP nick end labeling analysis both revealed that kainate, but not NMDA, induced DNA fragmentation in the CA1 and CA3 pyramidal neurons 1-3 days after administration.
BIO	12753091	6	mn	secondary	observation	outcomes	none	none	4	-2	support	No pyramidal neuron was seen with fragmented DNA in the hippocampus of animals injected with kainate 1 day after NMDA treatment.	An immunohistochemical study using an anti-single-stranded DNA antibody and TdT-mediated dUTP nick end labeling analysis both revealed that kainate, but not NMDA, induced DNA fragmentation in the CA1 and CA3 pyramidal neurons 1-3 days after administration.
BIO	12753091	7	mn	secondary	result	outcomes	none	none	2	-5	support	The neuroprotection mediated by NMDA was prevented by the non-competitive NMDA receptor antagonist MK-801.	We have investigated the effects of pretreatment with NMDA on kainate-induced neuronal cell death in mouse hippocampus in vivo.
BIO	12753091	8	mn	secondary	conclusion	outcomes	none	none	2	-6	support	Taken together these results indicate that in vivo activation of NMDA receptors is capable of protecting against kainate-induced neuronal damage through blockade of DNA fragmentation in murine hippocampus.	We have investigated the effects of pretreatment with NMDA on kainate-induced neuronal cell death in mouse hippocampus in vivo.
BIO	12874968	1	mn	secondary	motivation_background	motivation	none	none	2	1	info-required	Carcinoma in situ of the breast (CIS) comprise a heterogenous group of lesions, covering a wide spectrum of clinical conditions and histopathological changes.	With respect to biological behavior, CIS range from biologically aggressive lesions with a substantial risk of progression into invasive carcinoma (IC), to lesions with a very low malignant potential.
BIO	12874968	2	mn	secondary	motivation_background	motivation	none	none	4	2	info-required	With respect to biological behavior, CIS range from biologically aggressive lesions with a substantial risk of progression into invasive carcinoma (IC), to lesions with a very low malignant potential.	Previous studies of CIS indicate that approximately a third will subsequently develop IC.
BIO	12874968	3	mn	secondary	motivation_background	motivation	none	none	2	-1	info-required	Two main types of CIS are described--ductal carcinoma in situ (DCIS) and lobular carcinoma in situ (LCIS).	With respect to biological behavior, CIS range from biologically aggressive lesions with a substantial risk of progression into invasive carcinoma (IC), to lesions with a very low malignant potential.
BIO	12874968	4	mn	secondary	motivation_background	motivation	none	none	5	1	info-required	Previous studies of CIS indicate that approximately a third will subsequently develop IC.	Autopsy studies indicate that CIS is frequently occurring and it was estimated that about 20% of all women will develop CIS during lifetime.
BIO	12874968	5	mn	secondary	motivation_background	motivation	none	none	15	10	support	Autopsy studies indicate that CIS is frequently occurring and it was estimated that about 20% of all women will develop CIS during lifetime.	Therefore, FCM DNA analysis was performed on a series of ICs with predominance of DCIS.
BIO	12874968	6	mn	secondary	motivation_background	motivation	none	none	5	-1	elaboration	Only a minor fraction is ever diagnosed, although the incidence of DCIS is increasing, especially related to mammography screening.	Autopsy studies indicate that CIS is frequently occurring and it was estimated that about 20% of all women will develop CIS during lifetime.
BIO	12874968	7	mn	secondary	motivation_problem	motivation	none	none	15	8	support	The lack of knowledge about the biological significance of the histopathological subtypes was the background of the present study.	Therefore, FCM DNA analysis was performed on a series of ICs with predominance of DCIS.
BIO	12874968	8	mn	secondary	motivation_background	motivation	none	none	7	-1	support	In 1982, a nationwide, prospective study of CIS (protocol DBCG 82-IS) was initiated by the Danish Breast Cancer Cooperative Group (DBCG).	The lack of knowledge about the biological significance of the histopathological subtypes was the background of the present study.
BIO	12874968	9	mn	secondary	motivation_background	motivation	none	none	8	-1	support	From this protocol, the group of patients treated with breast conservation surgery (BCS) constituted the material for clinico-histological investigation.	In 1982, a nationwide, prospective study of CIS (protocol DBCG 82-IS) was initiated by the Danish Breast Cancer Cooperative Group (DBCG).
BIO	12874968	10	mn	secondary	motivation_background	motivation	none	none	9	-1	elaboration	A total of 275 women were included in the period 1982-89.	From this protocol, the group of patients treated with breast conservation surgery (BCS) constituted the material for clinico-histological investigation.
BIO	12874968	11	mn	secondary	motivation_background	motivation	none	none	8	-3	elaboration	Follow-up studies showed that recurrence rate was significantly related to nuclear size of the primary lesion.	In 1982, a nationwide, prospective study of CIS (protocol DBCG 82-IS) was initiated by the Danish Breast Cancer Cooperative Group (DBCG).
BIO	12874968	12	mn	secondary	motivation_background	motivation	none	none	11	-1	support	Since nuclear changes might be related to DNA content and, furthermore, many invasive breast carcinomas were shown to be DNA aneuploid, flow cytometric (FCM) DNA ploidy analysis was performed in a series of DCIS lesions.	Follow-up studies showed that recurrence rate was significantly related to nuclear size of the primary lesion.
BIO	12874968	13	mn	secondary	motivation_background	motivation	none	none	12	-1	elaboration	More than 80% of these lesions were DNA aneuploid, with a distribution similar to that found in invasive carcinomas.	Since nuclear changes might be related to DNA content and, furthermore, many invasive breast carcinomas were shown to be DNA aneuploid, flow cytometric (FCM) DNA ploidy analysis was performed in a series of DCIS lesions.
BIO	12874968	14	mn	secondary	motivation_hypothesis	motivation	none	none	15	1	support	This finding raised the hypothesis that the DNA pattern of an invasive carcinoma was already established at the preinvasive stage of DCIS.	Therefore, FCM DNA analysis was performed on a series of ICs with predominance of DCIS.
BIO	12874968	15	mn	main	proposal	proposal	none	none	0	0	none	Therefore, FCM DNA analysis was performed on a series of ICs with predominance of DCIS.	
BIO	12874968	16	mn	secondary	result	outcomes	none	none	15	-1	support	Partial or complete concordance in DNA ploidy between DCIS and IC within the individual case was found in most cases, except for the additional presence in the IC component of DNA hyperdiploid clones that might possibly be of importance for the process of invasion.	Therefore, FCM DNA analysis was performed on a series of ICs with predominance of DCIS.
BIO	12874968	17	mn	secondary	proposal_implementation	proposal	none	none	15	-2	elaboration	In order to further characterize CIS lesions and, possibly, to discriminate biologically different groups, immunohistochemical markers were investigated in a consecutive series of CIS and IC with predominance of DCIS.	Therefore, FCM DNA analysis was performed on a series of ICs with predominance of DCIS.
BIO	12874968	18	mn	secondary	result	outcomes	none	none	15	-3	support	The results were correlated to the histopathological and DNA ploidy findings.	Therefore, FCM DNA analysis was performed on a series of ICs with predominance of DCIS.
